id,regression_1,regression_b,regression_3,classification_a,classification_b,split
sample_0362,-0.41747109508483327,0.6998888259349465,1.691559942105784,1,2,train
sample_0363,0.4561678931593498,1.2511529069430845,1.849368555669787,1,0,train
sample_0364,4.414648087765251,0.6538563514322608,3.162870954206816,0,2,train
sample_0365,-1.1389736219922577,1.031158095162935,1.8057506416238553,1,0,train
sample_0366,4.611905638239142,-1.1925501737904036,2.0487520179707985,1,2,train
sample_0367,4.053506419560637,-1.8801017651885887,3.9904700696516344,0,0,val
sample_0368,-3.0420886521070356,4.189010126449944,4.797130195892016,1,1,train
sample_0369,-4.3063869912483455,-0.6939226966366556,4.706595619004772,1,0,test
sample_0370,-3.9922199862257335,-0.9827846989126143,4.739972583006761,0,2,train
sample_0371,-4.8177817434845025,-3.3067802272074296,1.0501283603349718,0,0,val
sample_0372,-4.055570392440716,-0.2779234953790044,1.7254253806126438,0,1,val
sample_0373,1.8300677341635687,-1.6461795868149967,3.4322510558190054,1,0,train
sample_0374,-4.28811351539771,4.284030320272738,6.942150475902288,1,2,train
sample_0375,-1.8102436970623872,3.0196341786852683,13.91999163359917,0,2,train
sample_0376,3.448753109694545,-0.37630069035544755,4.180935840343829,0,1,train
sample_0377,-4.767280642641741,5.5048716106886175,5.565057122303549,0,2,train
sample_0378,3.1446848258893585,2.9635309739831888,0.9340191777603856,1,0,train
sample_0379,-2.1814522522660007,0.3503372329827551,5.461621573413316,1,0,val
sample_0380,-3.8183517237834375,-3.998811429747146,11.578616911752613,0,0,val
sample_0381,1.9673716536415062,5.5818851451814835,1.719821088720788,1,2,train
sample_0382,1.2894284677988397,-1.779144933527192,2.1062017949991323,0,0,train
sample_0383,3.7747201352705293,-2.2907974939137836,6.0818168197687905,1,0,train
sample_0384,2.350710438038858,3.0451408640192805,3.3993166068605274,1,0,train
sample_0385,3.034809303848485,5.879504812678546,0.42761753311487843,1,1,train
sample_0386,-2.179654274286935,3.7685456370210364,2.215328796117812,1,2,train
sample_0387,-3.225604562202772,2.127818240104719,8.622785427552934,0,2,train
sample_0388,2.506147516408584,2.1895086833305717,2.6636887475333335,1,2,test
sample_0389,3.0683473926726403,2.7068311175606157,2.6619165344799858,1,1,train
sample_0390,4.905051420006734,2.5178571795735305,5.81885261456666,0,2,test
sample_0391,-0.8738232308857352,1.5623828479387516,4.29068810976069,1,1,train
sample_0392,-1.279819142072168,1.2084022079037522,2.5489889965012797,0,1,train
sample_0393,2.764129607419968,0.8748137442009551,1.98926669554623,0,2,train
sample_0394,-1.5919645974698216,-0.5079291777333526,18.217629057228912,1,0,train
sample_0395,4.3075732560356474,0.43864984626645187,7.690540971596648,1,0,train
sample_0396,3.584127518430119,-2.385913628390771,4.738722546508249,0,2,train
sample_0397,-0.710059726249817,0.8033207464105002,4.955435274641418,0,2,train
sample_0398,2.5087106779149737,-0.9771822143018349,3.0197910493999873,0,1,train
sample_0399,2.5454287408468232,-1.2071786344315418,4.253607095035651,1,2,train
sample_0400,-3.968761311640674,1.3597883023069568,2.774502195870826,0,1,train
sample_0401,4.0255290667956665,3.7840045726891987,1.582861138883663,0,2,train
sample_0402,0.05252372447857123,2.8366332120046263,4.375042832567354,0,0,train
sample_0403,3.2645746610774165,-2.141001207246354,2.5875686847913544,1,0,test
sample_0404,-1.7995039896938825,-0.9792562731406751,4.539919420466623,0,2,val
sample_0405,3.9552322849620047,2.881542375976432,5.158549516961956,1,1,train
sample_0406,-1.107983212658369,-0.9649747870766192,4.7118939437695495,1,0,train
sample_0407,-4.891623485197016,0.5507337000059508,1.4679335286188275,0,1,train
sample_0408,4.053819764192637,2.1001041980491038,2.3676553603206085,1,2,train
sample_0409,-4.087133232138664,-0.9366889097272706,2.6279921245333133,0,2,train
sample_0410,-1.8068636240958513,1.2107510122919198,6.54100810571754,1,0,val
sample_0411,4.5006196705080495,-1.6680509898364089,6.311599283727383,1,2,val
sample_0412,4.506071469375561,-0.20273528790242734,1.8163754591193242,0,0,train
sample_0413,0.7343788812328613,1.639563868285074,1.0254088205889649,0,1,train
sample_0414,1.3183721216979922,-2.1859874670633386,14.34502887862184,0,0,train
sample_0415,-0.5155447802168025,1.880949475920798,4.580857037628936,1,0,train
sample_0416,-2.0678922830193547,0.9607244021466376,0.8915476020632509,1,1,train
sample_0417,-1.7133545463008404,2.1049799088342955,2.077403255364287,0,0,train
sample_0418,1.7251845607703844,1.4478282681293229,6.7271537806243975,0,0,val
sample_0419,2.5237452943768,3.7282808599476884,12.15604655943013,1,2,train
sample_0420,2.915790437258485,1.2504490052958146,10.873603026913269,1,1,train
sample_0421,2.896181427945539,0.14118891774949405,4.443905771465318,1,0,train
sample_0422,-4.087938969513097,1.2445950060645676,3.3420564521271823,0,1,train
sample_0423,-0.05579695297418574,2.086596058072776,1.3409857063505402,1,1,train
sample_0424,-4.424412399833557,1.0977201406514085,3.5595075909829705,0,0,train
sample_0425,0.4952888232373551,1.0811833824077648,1.5148063750211953,1,2,train
sample_0426,-0.5846949862662303,-0.4039833756135107,2.3867525430291425,1,1,train
sample_0427,3.877041827582998,-0.3258018351018963,6.077435289306556,0,0,train
sample_0428,-1.4908498744792134,-1.805210543599387,2.763502463773753,0,1,val
sample_0429,-3.829329835723941,4.499153486373879,2.617898094867077,0,2,val
sample_0430,-3.5700831794716414,-1.4877264707825701,3.2053786446392345,1,2,train
sample_0431,2.615106317174723,-0.3858103955918146,15.712086293330122,1,2,train
sample_0432,1.182180633162611,-0.43681453113839486,1.2076713903381484,1,0,train
sample_0433,-3.9887732387720973,2.7898487538888825,4.111706101136396,0,0,test
sample_0434,-4.158931938850026,0.41010064341594443,10.247977038186683,1,2,train
sample_0435,2.0096913145911994,3.4954841453474677,3.198048998867798,0,0,train
sample_0436,-4.272369936358064,-0.34698124848773704,7.595761050795355,0,2,train
sample_0437,3.218600592903563,1.5579883244476038,0.9555863343554187,0,0,val
sample_0438,2.0624222715649623,-0.6706941065195147,2.836227157067418,1,2,train
sample_0439,-4.186512193581002,5.290298255546777,1.6649689009787392,1,1,val
sample_0440,-4.15162285914808,-1.3751968380590256,3.17198912622163,0,2,train
sample_0441,4.866395785011754,1.619641420454055,3.2239818936263456,1,2,test
sample_0442,-1.257292042438797,2.267553761864197,3.485403023793996,0,0,train
sample_0443,-1.293578529331091,1.8275981949029965,6.0389046177367005,0,0,test
sample_0444,3.1279956725750253,0.6294246822445835,0.24670548685841454,1,0,test
sample_0445,4.472485773838587,0.7403586005331477,1.9994166705937393,0,0,train
sample_0446,4.860010638228708,1.0876229439582192,3.909167191003397,0,0,val
sample_0447,2.5337818525894162,0.7059959967430227,0.45656701922514487,1,0,train
sample_0448,-1.2374041446908421,2.9277582335898193,5.203105178757602,0,1,val
sample_0449,-4.164992833013312,5.421046003182703,1.9671876958331918,0,2,train
sample_0450,2.7714691592743677,-0.11498357001566717,2.8792301430289426,0,2,test
sample_0451,0.58404249735805,-1.7396059591581556,6.2274539679618055,0,2,val
sample_0452,-0.7577799075302369,0.8234359032974904,7.827473948133474,0,1,train
sample_0453,4.06354385094736,6.159418675308637,5.314411403784583,0,2,train
sample_0454,-3.888025176938487,-0.6073491359394616,1.174236689749291,0,1,train
sample_0455,-0.07374895709140894,4.278233610888135,5.130769267475105,1,1,train
sample_0456,-4.886463552325809,4.355401628152881,5.373896185594697,1,1,val
sample_0457,-0.3133935800587375,-0.10717648341598918,4.65891626737076,0,2,train
sample_0458,-4.436967243181627,2.137966158370551,8.682234359043443,0,1,train
sample_0459,-3.8118208373192806,4.256793246257076,3.554491156080481,1,2,train
sample_0460,-3.8247375322289514,0.24174451802502583,8.462385598470686,1,2,train
sample_0461,1.492103021160636,0.5928392797952764,8.428367508278141,1,0,train
sample_0462,2.4604487926542333,-0.16336182789728748,5.479528660343923,1,0,train
sample_0463,0.833687650971596,-1.0295134613857337,4.15922287931386,1,1,train
sample_0464,4.6217254847454186,-0.2985550901320142,4.677999806861676,0,1,train
sample_0465,-1.2512942047629592,-1.447880533524513,9.931049056940743,1,2,train
sample_0466,-2.1428791371813927,1.068166936518452,6.936110171334477,1,1,train
sample_0467,3.6859912818946032,-0.5399464621172836,1.31494514076977,1,1,train
sample_0468,-2.764041614805474,1.4675718235814954,4.469955882135942,0,2,val
sample_0469,4.632225394406113,-2.1117912924072546,1.5887972555722492,0,1,train
sample_0470,-4.878455253101837,1.6617604644289141,1.9172172988182554,0,1,train
sample_0471,4.69878826707639,2.6670579232178495,2.4652847032485874,0,2,train
sample_0472,-4.568400880494239,-2.987471285142911,0.8619243681509164,0,2,train
sample_0473,3.9114311369807115,1.7481131396951444,1.4959454856774737,0,0,train
sample_0474,0.2770110908629988,3.4553379849465844,8.996137543336426,1,2,train
sample_0475,4.9296479611930035,-1.4192820373824109,1.9069753768252367,0,0,test
sample_0476,-4.262034352646012,4.345144773675407,6.062319652556185,0,1,train
sample_0477,0.5385428440132074,1.8380380187320904,3.796997585168655,1,2,train
sample_0478,4.69302535619099,-0.4100237115168177,4.975596263271648,0,2,test
sample_0479,0.23097844170148818,0.888461844684588,5.125380236499199,1,2,val
sample_0480,1.2939863813526253,2.1166538250434446,1.4353474038487237,1,1,train
sample_0481,1.9574868898461713,1.152010782824823,6.0379197950590315,0,0,train
sample_0482,-0.4545893523222677,2.0775119848927384,1.0562838765037108,1,1,train
sample_0483,1.2755808008406344,-0.8413471861587325,1.8385274126992823,1,1,val
sample_0484,0.8431431192310024,1.338721648072156,5.0732688886386965,1,2,test
sample_0485,4.011580104909889,-1.8274289938099604,1.3485153330260768,1,0,test
sample_0486,-4.545536196585421,0.7775478773025993,0.40002386838510745,0,1,train
sample_0487,-2.190368104077697,-0.8078152829295795,4.320082000344836,1,2,val
sample_0488,4.504114840765588,-0.4710598851795331,0.7055880258732935,0,1,train
sample_0489,3.902637838909163,3.4721863504208748,5.4123355667267,1,1,train
sample_0490,-0.4434324721428702,3.182620241188538,2.6126950976582224,1,2,train
sample_0491,1.2013259780153671,2.218276241814354,4.275450283978665,1,2,train
sample_0492,-2.2261881701886734,-1.184625529345158,4.218094098553303,0,0,train
sample_0493,-3.118788402762387,0.36718310061039616,5.6940421315744265,0,1,train
sample_0494,-0.3630159506001789,3.4261953999583667,5.177982019750073,0,2,train
sample_0495,-1.4664777197394718,1.2834338272798096,1.3370677556164308,1,2,train
sample_0496,0.8365611185087207,5.638659079963388,2.7420027759963634,1,0,train
sample_0497,-4.222653630350152,1.7866356787887439,4.271799560477618,1,0,train
sample_0498,4.743948076661665,1.384098232980063,8.563245718502797,1,2,train
sample_0499,4.862107444796029,0.38176707159499723,5.2113039536399635,0,0,train
sample_0500,1.9816171401974518,1.2670818095645646,8.076664229410794,1,2,train
sample_0501,0.3609636634412041,0.6950603272389122,4.43513656269856,0,1,train
sample_0502,-1.9047238371367223,2.416217353377181,7.0182311251589375,1,0,train
sample_0503,3.137950197069486,2.913404633589168,4.019370982713849,0,1,train
sample_0504,1.847311725538793,-0.571978921015899,6.825374043003873,0,1,train
sample_0505,-3.373830606551087,-1.662465907115556,2.5058236517948744,1,1,train
sample_0506,4.109271844938425,-2.672410746206593,9.218818791971149,1,2,train
sample_0507,3.2253724292316903,2.0159826538250876,4.797719391664645,0,1,train
sample_0508,4.49799913291924,-1.2067332123477472,0.868502194516571,1,1,train
sample_0509,2.2571950838836,-3.3057811859049657,4.375561695397079,1,1,train
sample_0510,1.134151959357899,1.777157209061928,5.223270646908981,0,2,train
sample_0511,-0.8175696370938113,5.985999034865581,6.181217068450802,0,1,train
sample_0512,4.3272848335401335,0.9878581769202134,11.352941190601554,0,1,val
sample_0513,3.660638895004084,2.6769815489032838,2.1905984338903446,0,0,train
sample_0514,-4.547813298938106,1.16365871709513,11.402283252261377,1,2,val
sample_0515,-4.73633025502748,0.8022206936177146,3.3428846252362683,0,1,val
sample_0516,-1.2353663312195042,2.838152965975537,1.7602834758414687,0,0,train
sample_0517,3.1055333078183285,0.4194509116226973,2.230735300621118,0,2,train
sample_0518,4.872761293149445,1.534784628143806,5.008141431695071,1,2,train
sample_0519,-3.495831088964718,1.6433956123920272,1.538634865692077,0,2,train
sample_0520,0.9413071535213513,-0.3361809072860975,2.5407297323141362,1,2,test
sample_0521,-1.1910914336897847,2.984084699073046,4.297677956330684,0,2,train
sample_0522,4.699143978146033,0.6500804866091827,9.171826605114001,0,2,train
sample_0523,3.4211892313570864,-0.5114903189856894,6.06020690418357,1,1,val
sample_0524,3.383287047111379,2.073019687140807,3.4469548032616792,0,1,train
sample_0525,-0.3130684020502974,-0.7969359635820745,4.992099490162448,0,1,val
sample_0526,-0.851804976623348,1.0563623147382566,3.9960544402706097,1,1,test
sample_0527,-2.2659292806929376,0.9817620067115929,1.1571549214590777,0,0,train
sample_0528,-4.436245033490729,3.171791131663156,10.230818675508198,0,1,train
sample_0529,3.6472237625505315,1.9493964657599054,9.267775446398982,0,2,train
sample_0530,3.129010091300776,0.9499460825097121,3.1460238335472486,0,1,train
sample_0531,4.9971767328613055,2.635532598400574,2.297864516850008,1,1,train
sample_0532,4.966368370739055,3.7804150980346267,1.1833659256310134,0,2,train
sample_0533,0.5543170560262745,2.1156206127037245,5.213534498843368,1,1,train
sample_0534,2.689874151805105,1.0207052396867613,5.237291693660868,0,1,train
sample_0535,4.44765729882428,-1.6236724647003191,1.6580262222019946,1,1,val
sample_0536,3.4964739067741153,-1.1302273261507452,4.030662601759686,0,0,train
sample_0537,-2.5265189825680237,0.3895505912906647,5.9317712999671715,1,1,train
sample_0538,-0.4945586468990646,-0.2190244043185663,2.169814747249309,0,2,val
sample_0539,-3.70840584848505,0.626057394029108,2.8513564229132533,1,2,train
sample_0540,4.540510272587223,1.1132998497942144,2.8295580808330243,1,1,val
sample_0541,1.0617463445088005,2.0593855087134614,1.7533861282527763,0,1,test
sample_0542,-2.7135719449653726,0.8590024438818176,2.8974201878535446,1,1,train
sample_0543,1.7170068440585675,1.973003287652404,0.7205346408076118,0,2,train
sample_0544,1.1812824045789583,1.1289488296202406,2.7146674359361422,0,2,train
sample_0545,-1.4183728196715952,-2.9509331327077426,2.7478621601524096,0,0,train
sample_0546,-3.86442407800371,-0.8786707876375086,3.176388546715,0,0,test
sample_0547,1.7157319559279962,0.7118248885567691,4.730812162173785,0,0,train
sample_0548,0.20307700903793346,-1.4193894856822151,1.0918663913734263,1,2,val
sample_0549,2.723183917356393,2.1998574599924092,1.3017673079954621,0,0,train
sample_0550,0.20163501111993387,4.061501664687395,1.7142803323742903,0,1,train
sample_0551,3.5218150031854005,3.4375237033946333,0.9817879726116548,0,1,train
sample_0552,0.5190683877448556,0.573114258139584,5.117820929835725,0,2,train
sample_0553,0.6093797153538629,3.981452273699904,2.0912822264108257,0,0,val
sample_0554,3.7665360265834504,1.2973349144042232,3.252814909087135,0,1,test
sample_0555,-0.9651713378760292,0.3258280577639213,1.5875455379521788,1,2,train
sample_0556,-3.6598477154935924,-0.2268053270818795,2.488327092890003,1,0,train
sample_0557,-4.71217323686661,0.39506062702374334,4.172799304779135,0,1,test
sample_0558,2.5513725567361902,0.22364636291754247,4.320542331883738,1,0,val
sample_0559,1.203095513534647,1.3408324447509754,1.354880974492388,0,2,train
sample_0560,2.0407976809922355,1.321147962099729,3.1295265122600426,0,0,train
sample_0561,-2.870358384910893,1.006092040306829,1.6118753164804709,0,2,train
sample_0562,-3.6362852441323024,1.8738763394926998,3.0408432084167853,0,0,train
sample_0563,-4.8545533433211805,3.3812925495726827,1.946889075301682,0,1,train
sample_0564,-1.4941244119340302,2.8991082708826474,10.656932352500336,1,2,val
sample_0565,0.8991768685463306,-1.969795936899807,5.908323602615683,1,2,val
sample_0566,-1.077559549002677,-4.10784226980391,4.457001760607068,1,2,train
sample_0567,-0.6252507797627089,2.8686398224785474,2.6638655948751624,1,0,test
sample_0568,4.0415869449374835,-1.7337573968308422,6.026354713013869,0,0,train
sample_0569,-1.5174453297669963,0.5504691962146329,3.199848183933101,1,1,val
sample_0570,0.1398948915981082,-1.340226052118719,9.953241686332328,0,2,val
sample_0571,2.8365301274114305,-2.6039608751600394,6.442888170120351,1,2,train
sample_0572,-1.0345721767872984,2.0829254564095763,2.473743066414869,1,0,val
sample_0573,1.2208670022787347,2.518310320605294,9.216150313151934,1,0,test
sample_0574,3.6236370874674524,-0.15302080145343888,2.6747541636348138,1,1,train
sample_0575,4.495206236576422,-4.18208458428982,11.063078858478573,0,1,val
sample_0576,-3.5292651907096206,-0.0924888965049655,9.540680132823123,1,0,train
sample_0577,4.265876251614944,1.783608010805093,4.156377432048826,1,2,train
sample_0578,-0.07883706920461808,-1.9578231375482575,0.7506822798056328,0,1,train
sample_0579,-2.4175561170104167,1.3667198395583113,3.924957679847499,0,0,val
sample_0580,-0.40864243761738717,0.9693803016540089,1.227016574853511,1,0,train
sample_0581,4.800325752854771,2.158582999202177,1.9972597220908626,0,2,test
sample_0582,-0.07381906007130379,1.2391607368283064,2.1261024266624013,0,0,val
sample_0583,-1.712483897124918,-0.946137881763111,1.2170175935642433,0,0,train
sample_0584,1.3340085431672577,3.3931430033289827,3.9358100078089797,1,1,test
sample_0585,-2.598543812218069,0.68294085394606,1.8020488703769304,0,0,train
sample_0586,-4.241366718913361,0.9453909209801363,2.7728461452691953,1,0,train
sample_0587,-3.7112027808935077,-0.8665359181463921,2.141268630733569,1,1,train
sample_0588,-3.719541610422276,0.11343549761697935,4.745289036581225,1,2,train
sample_0589,-3.4809730648770563,-0.7696054280538018,4.503573841832339,1,2,train
sample_0590,-3.6117282735058986,0.654107880153154,2.6000659773456443,0,1,test
sample_0591,1.4087474480321465,4.423416960284687,4.913689393118699,1,1,train
sample_0592,-3.1811991560085517,-1.7438022858627127,7.619982740118222,0,2,train
sample_0593,-1.543327166761368,-2.2271227957534823,0.32685441909948953,1,2,val
sample_0594,3.967884099060118,3.942340654987217,2.040244199928276,0,2,train
sample_0595,-0.2603835973712769,0.5813526456962678,1.4528529338714042,1,2,test
sample_0596,1.6755773852102713,-0.33814547731983313,1.8893342579569399,0,2,val
sample_0597,-3.2768012879837016,3.079809374792153,0.25066723973886595,1,1,train
sample_0598,-3.0771098119132922,-0.2112310794737282,0.3087128758376669,1,0,train
sample_0599,-4.591313837335211,4.652019427093872,2.2023618131388756,0,2,test
sample_0600,-3.3106493692783543,2.355851742678538,2.150829695905979,1,2,train
sample_0601,-2.2140966096804138,0.024177183708594674,8.356535951228114,1,0,val
sample_0602,-3.229895157232532,5.314616426531007,3.711521810627243,1,0,train
sample_0603,-4.112974662429444,-0.2114298460066768,4.825435925094262,0,0,val
sample_0604,-3.793641288993992,2.4841907440186137,27.220465369030773,1,0,train
sample_0605,-0.3922123196727423,1.5985851608129837,10.063894118362995,1,0,train
sample_0606,-2.936662815942075,3.603482578797596,3.2171967217944504,0,0,train
sample_0607,-1.3573013895192454,4.123022393453706,2.3535632204765835,0,1,val
sample_0608,0.03417270854856902,1.0640082981315333,2.0678875070653326,0,0,train
sample_0609,1.9039482862936534,-0.5068357406923669,4.258558015915188,0,0,train
sample_0610,-4.606878601589011,1.9199442858782327,2.370066045927954,0,1,train
sample_0611,2.9941039890904264,-0.3554307395042122,1.1840728784378094,1,0,train
sample_0612,1.2790038949090778,5.026774495053246,2.1333570900160255,1,2,train
sample_0613,-4.182409680511281,1.2730706621654748,4.3471585835285325,1,2,train
sample_0614,3.735786241067773,0.2693568973757826,5.435070553057493,0,0,train
sample_0615,4.208724005318132,1.369360611729817,10.747131285831234,1,1,train
sample_0616,-4.389220401451363,-1.694252579059393,3.59300824150333,0,2,val
sample_0617,-2.2312235185279627,-0.9432280770213031,7.9236436664214,0,1,train
sample_0618,3.0620127979306133,3.4008278158888507,2.855474965474864,1,2,val
sample_0619,2.4825969038365834,-0.3137885579427915,3.1703317465027117,0,0,train
sample_0620,-3.1547898064362268,-1.0938219653638792,3.042147269485095,0,1,train
sample_0621,-2.906506766632897,2.0733055050545723,3.9190228494160406,1,1,train
sample_0622,-1.2952789720861801,3.371408309325994,6.118773882706475,0,1,train
sample_0623,-0.15477014808978673,2.4379066213301335,2.290055503306726,0,2,train
sample_0624,1.1825477153029595,2.992095371611633,1.524143595975319,1,2,train
sample_0625,-1.310863604302276,-0.5135901771389215,6.458330309757966,0,2,val
sample_0626,-0.3746528386685206,-1.8436213334836875,6.145491664497711,0,0,train
sample_0627,2.474709381337565,4.0026673039109735,8.764848188257359,1,2,train
sample_0628,-4.6331679710940215,0.3546403223157285,2.004415269956514,1,0,train
sample_0629,-2.4756305565597927,0.4983339670899053,2.775075633262167,1,1,val
sample_0630,2.1334958588455244,3.656388283698116,6.6253584085880615,1,1,test
sample_0631,3.9520683768719937,2.11246001880132,2.268101230744691,0,0,train
sample_0632,0.11677442115666103,1.9117755441632154,5.2755963280433456,0,2,train
sample_0633,0.3211348526531568,5.330004689802168,2.865254030578059,1,0,train
sample_0634,-3.9282798866022395,-0.287036460760286,4.242006188817154,0,1,train
sample_0635,-0.5258763317654536,2.8556802561624743,1.1613976954664966,0,1,train
sample_0636,0.3261726645502314,1.114026249794169,3.5582191178880302,1,0,train
sample_0637,-2.5752949636527034,1.5371845577265137,7.517454643077318,1,2,train
sample_0638,-2.3075676905061906,4.056936852825063,5.770456622484618,0,2,train
sample_0639,-1.2271583689537735,2.0156715125792477,1.4345105198102124,1,0,train
sample_0640,-4.799288022222736,2.076592158099266,10.186644266435614,1,0,test
sample_0641,-1.7792083441682172,3.1450146746196044,7.209278665451894,1,2,train
sample_0642,-2.8855199300345538,0.27009454091422935,1.2151315006871042,0,1,train
sample_0643,-1.7250264782208538,-0.6784193346780127,2.145570847788056,1,0,train
sample_0644,-3.802378681807488,-1.0896183880420671,1.28184866124707,0,2,test
sample_0645,3.9052728073989496,-2.9327131787520035,4.328850344033227,0,2,train
sample_0646,0.9359245355404866,5.112414259880644,2.0669139786753656,0,1,test
sample_0647,1.7910231914448964,-1.2064167314433663,0.43250801047508947,1,1,train
sample_0648,2.891712386073383,0.557492752828456,3.1592428591580726,1,1,train
sample_0649,-0.015578010709427659,0.44637340022215866,6.283615685461943,1,1,train
sample_0650,-4.130797119125763,1.6148133956182016,3.6139122203155867,1,1,train
sample_0651,0.371065418185478,2.6314744250785935,4.942714945130388,1,0,train
sample_0652,0.868411180208791,2.7209469767194907,3.876315510673035,0,2,test
sample_0653,2.4543947418433003,-0.1661548771378769,5.604866479479988,0,0,train
sample_0654,-0.6834045377032059,0.665756572427177,4.1357698459344805,0,0,val
sample_0655,-3.7241969720443624,1.5651599009765993,3.026432535005066,1,0,train
sample_0656,-2.1622409420127555,0.5026177476329059,3.5802787425211555,0,0,train
sample_0657,-1.369177036013649,4.214691152039985,8.981681440654217,0,0,train
sample_0658,1.4591724133160122,1.9819499032765027,5.14221907759714,1,1,train
sample_0659,0.7077830466891193,2.469755572099635,1.430096912873807,1,1,train
sample_0660,-1.4390327410215376,2.3257625373348256,3.53741601396058,0,2,train
sample_0661,4.865152487929796,3.34694771497065,4.272763643603256,0,0,train
sample_0662,1.0577481935688713,1.362043117407414,2.9483117013595805,1,2,test
sample_0663,-2.627732082640055,-1.593663895911693,0.43545779706578575,1,1,train
sample_0664,-3.9821752737959626,1.7993759035052832,1.568792672186474,1,1,val
sample_0665,-3.47140860815668,-0.3027137875836581,2.3753950314533117,1,1,train
sample_0666,-2.540422716154919,-0.05723336349951369,10.968849451800127,0,0,val
sample_0667,-3.3931862674044435,2.1727280375101863,4.7523490671846345,0,0,train
sample_0668,-3.1343297594869424,3.4765661428672714,0.7217576088807895,1,1,train
sample_0669,-2.149048313061529,1.0425431534721232,3.097363785180538,0,2,train
sample_0670,-3.2662640470524518,1.6176660251979276,8.06206274194987,0,2,train
sample_0671,3.9676542462642512,4.404429889270476,2.042140373246185,1,1,test
sample_0672,-4.1976625433835775,1.4815063589771365,6.797476989591697,0,2,test
sample_0673,0.2451138957025467,6.20336622836079,0.748101377907894,0,1,train
sample_0674,-0.8960317301033847,2.1310192912630885,0.06469615077463955,0,2,train
sample_0675,4.823786169086064,-2.5215255183116354,7.492027958444438,1,1,train
sample_0676,-3.8796109783194765,2.506683242209065,2.274767297280292,1,2,val
sample_0677,-1.0214440095425834,1.7623167697655555,2.4274442708644712,0,0,test
sample_0678,4.694704332753689,3.579505508165491,3.8495760672487354,1,1,train
sample_0679,3.6550712589398024,2.346362702539917,4.632944065785717,1,1,train
sample_0680,3.1707207094928,0.7230880320324524,0.15232371589375485,1,2,train
sample_0681,-2.420971729550602,-1.4485964725787315,1.9062390659417987,0,1,train
sample_0682,-3.2911241260993416,0.5819534854279494,3.4879611388895233,0,1,train
sample_0683,1.6864321992443099,-0.7010409084186002,4.6254034589509,1,1,train
sample_0684,4.293759891275858,-0.1610468996094454,1.4142725106209222,0,0,train
sample_0685,0.567628930139298,2.177156808841219,2.8278180547504337,0,0,train
sample_0686,0.7161268946989985,4.3398090087028125,2.036684545329272,0,2,train
sample_0687,-2.2002090633971583,1.789343059645962,3.9464196917520584,0,0,train
sample_0688,2.6949293319193686,-1.3917661240703687,7.311030889052625,0,2,train
sample_0689,-3.1295625144247663,1.8892053364402814,2.5383240383167074,1,0,val
sample_0690,-1.7632076359575635,3.393262973291302,0.8979336189240916,0,2,val
sample_0691,-0.745635613835832,-0.2195658086387644,1.816614649934407,0,0,train
sample_0692,0.07610378684455021,0.7319656666541646,10.119225343611564,0,0,train
sample_0693,-2.5759026758491976,1.0293763894583943,1.5744436588958055,1,2,test
sample_0694,-3.8516317526079646,-0.56979662616448,1.0931567922662424,1,1,val
sample_0695,1.1062004244163255,2.296560867687718,2.412511128947912,1,1,train
sample_0696,-2.1136944675974423,0.7581037027844368,3.097976840397065,0,0,train
sample_0697,0.8123822142261226,1.8390648878140556,2.1448887444558435,1,2,test
sample_0698,-3.4563728472579767,-0.7749843556042002,0.752760289037597,1,1,train
sample_0699,-0.1885989814518254,0.12508339935317914,4.234539933097656,1,2,train
sample_0700,0.3258943255158586,2.4447627156555427,3.9494479349610634,1,1,train
sample_0701,-4.4817646317757305,0.25433369581646603,5.46091872616896,0,2,test
sample_0702,-1.633957218060794,4.45392770246681,3.8835105760592845,1,0,val
sample_0703,-3.6558532306102576,0.2007276287707953,9.57141212594554,1,2,train
sample_0704,-4.366250295272323,1.4493694515037718,5.762077996191315,0,1,train
sample_0705,4.899602323899453,2.8651816637461796,4.974884280157065,0,0,train
sample_0706,-1.7764615502527703,-1.8367314658660634,7.493223803314994,1,2,val
sample_0707,3.0987444585463493,-2.5216176239615518,3.709033548838001,0,1,train
sample_0708,-2.4535934523623615,-2.0513126291401895,2.8761391285842683,1,0,train
sample_0709,1.8150272222392925,3.525168206854364,4.199522829677367,0,2,train
sample_0710,2.6022785988968655,-0.1037162917848935,0.4073068025895469,0,1,train
sample_0711,0.9563874060784432,6.1163985713365046,3.717990650006174,1,2,train
sample_0712,-0.2842381144984163,-0.1284951973147772,3.0953419225732306,0,2,test
sample_0713,-0.8815908585273142,1.3691026063940739,4.538382462747835,1,0,train
sample_0714,-1.5113173345700472,4.084219905135751,6.81137858139286,0,0,train
sample_0715,4.295291442478259,5.012185776318246,5.0784557497970155,1,1,train
sample_0716,3.306194077877292,5.123007153272796,1.82100838317237,0,0,train
sample_0717,4.650269106665126,3.416732461186285,6.066284639276502,0,1,train
sample_0718,-3.757027765144553,3.048125051622925,9.663636685441578,0,2,train
sample_0719,2.308674752036443,2.185053898402366,6.932186230791177,0,2,train
sample_0720,4.383404568210379,2.5567221523332755,0.9851924690891647,0,1,train
sample_0721,-3.1876693383433983,-0.10237143265706683,5.040419366100146,1,2,test
sample_0722,-4.335037326332225,-0.6363977668446144,1.143473975840424,0,0,val
sample_0723,2.4112064929005905,0.9932510851780959,2.6544145471667706,1,2,train
